experiment_id,date,phase,notebook,features_version,model,params_summary,cv_auc_mean,cv_auc_std,leaderboard_auc,submission_file,risk_flags,notes
001_baseline_reproduction,2026-06-10,Phase 2 - Baseline Reproduction,notebooks/01_baseline_reproduction.ipynb,official_baseline_bmi,RandomForestClassifier,"n_estimators=100; max_depth=5; random_state=2025; cv=StratifiedKFold(n_splits=5, shuffle=True, random_state=42)",0.812964,0.025740,not_submitted_yet,outputs/submissions/submission_001_baseline.csv,official_baseline_reproduction; train_mean_imputation; label_encoding; no_external_data; not_leaderboard_tuned,Reproduces official baseline locally with data/input paths and validated submission format.
