experiment_id,date,phase,notebook_or_script,git_commit_or_status,data_version,fold_strategy,random_seed,feature_block,preprocessing_summary,model_family,model_params_summary,hpo_status,cv_auc_mean,cv_auc_std,fold_scores,slice_metrics_available,leakage_checks_passed,submission_created,submission_path,public_lb_score_if_submitted,notes,decision
phase6a_baseline_reconciliation_v1,2026-06-11,Phase 6A - Baseline Reconciliation,notebooks/04_phase6a_baseline_reconciliation.ipynb,dbc2efc4ba77cd1e8eac638bb00c4cfd7fa44440 (dirty),official_data_input_csvs,"loaded_frozen_phase6_folds; StratifiedKFold(n_splits=5, shuffle=True, random_state=42)",42; 2025 for V1/V2 bridge replicas,phase6a_reconciliation_v0_v7_only,V0 copied; V1-V3 global Phase2 replicas diagnostic-only; V4-V7 fold-safe variants,RandomForestClassifier,n_estimators=100; max_depth=5; random_state varies by pre-registered variant; no HPO,not_run,0.812399092849726,0.022844279358523262,"phase6a_v0_phase6_current:oof=0.726616,fold_mean=0.729253; phase6a_v1_phase2_replica:oof=0.811638,fold_mean=0.812964; phase6a_v2_replica_no_bmi:oof=0.810277,fold_mean=0.811531; phase6a_v3_replica_seed42:oof=0.808729,fold_mean=0.810717; phase6a_v4_foldsafe_ordinal_mean_bmi:oof=0.809010,fold_mean=0.812399; phase6a_v5_phase6_plus_bmi:oof=0.726948,fold_mean=0.729105; phase6a_v6_phase6_ordinal:oof=0.725812,fold_mean=0.728038; phase6a_v7_phase6_mean_impute:oof=0.802271,fold_mean=0.805851",False,acceptable_variants_pass; V1-V3 deliberate_leakage_diagnostic_only,False,,,Phase 6A V0-V7 baseline reconciliation; no V8; no submissions; main log unchanged,ready_for_phase6a_human_review
