experiment_id,run_id,date,phase,notebook_or_script,git_commit_or_status,data_version,fold_strategy,random_seed,feature_block,preprocessing_summary,model_family,model_params_summary,hpo_status,f2_oof_auc,f4_oof_auc,delta_f4_minus_f2_oof,same_sign_positive_folds,slice_guard_triggered,leakage_checks_passed,submission_created,submission_path,public_lb_score_if_submitted,decision,notes
phase7b_role_availability_interaction_v1,phase7b_f4_single_probe_20260612,2026-06-12,Phase 7B - F4 role-aware measurement availability interaction probe,notebooks/07b_phase7b_role_availability_interaction_probe.ipynb,8b21db5; dirty_untracked_expected,official_data_input_train,frozen_phase6_stratified_kfold_5_seed42,42,F2 plus available_measurement_count_x_Player_Type,"Fold-safe median imputation, fold-fitted OHE for role categoricals, fold-fitted Player_Type OHE interaction.",RandomForestClassifier,n_estimators=100; max_depth=5; random_state=42; n_jobs=-1,not_run,0.8116502602456482,0.809369070181826,-0.002281190063822214,1,False,True,False,,,rejected,OOF gain and/or same-sign fold criterion did not pass.
