experiment_id,date,phase,notebook_or_script,git_commit_or_status,data_version,fold_strategy,random_seed,feature_block,preprocessing_summary,model_family,model_params_summary,hpo_status,cv_auc_mean,cv_auc_std,fold_scores,slice_metrics_available,leakage_checks_passed,submission_created,submission_path,public_lb_score_if_submitted,notes,decision
phase6a_d2_refined_probe_v1,2026-06-11,Phase 6A - D2 refined probe,notebooks/06_phase6a_d2_refined_probe.ipynb,dbc2efc4ba77cd1e8eac638bb00c4cfd7fa44440 (dirty),official_data_input_csvs,loaded_frozen_phase6_folds (read-only; no CV run),n/a (no model),phase6a_d2_refined_duplicate_probe,read-only tiered identical-profile match; no training,none,n/a,not_run,,,n/a,False,read_only_probe; main_log_unchanged; no_submission; School_diagnostic_only,False,,,T1 fold-span 220 (7.91%) -> T4 fold-span 0 (0.00%); refined_escalation=False; T4 same_year=0 cross_year=0,ready_for_phase6a_human_review
