experiment_id,date,phase,notebook_or_script,git_commit_or_status,data_version,fold_strategy,random_seed,feature_block,preprocessing_summary,model_family,model_params_summary,hpo_status,cv_auc_mean,cv_auc_std,fold_scores,slice_metrics_available,leakage_checks_passed,submission_created,submission_path,public_lb_score_if_submitted,notes,decision
phase6_rf_sanity_baseline_v1,2026-06-11,Phase 6,notebooks\03_validation_harness_phase6.ipynb,review_git_status_for_exact_state,official_data_input_csvs,"StratifiedKFold(n_splits=5, shuffle=True, random_state=42)",42,raw_no_school_sanity_baseline,numeric median imputation; role categorical most_frequent imputation plus one-hot; all fitted inside folds,RandomForestClassifier,n_estimators=100; max_depth=5; random_state=42; n_jobs=-1,not_run,0.7292529651074863,0.030629079968259917,fold_0=0.690076; fold_1=0.751758; fold_2=0.761581; fold_3=0.704939; fold_4=0.737911,True,True,False,,,Phase 6 validation harness sanity baseline; no School feature; diagnostics only; no submission; no HPO,validation_harness_sanity_check
