experiment_id,date,phase,notebook_or_script,git_commit_or_status,data_version,fold_strategy,random_seed,feature_block,preprocessing_summary,model_family,model_params_summary,hpo_status,cv_auc_mean,cv_auc_std,fold_scores,slice_metrics_available,leakage_checks_passed,submission_created,submission_path,public_lb_score_if_submitted,notes,decision
phase6a_d1_d2_diagnostics_v1,2026-06-11,Phase 6A - D1/D2 diagnostics,notebooks/05_phase6a_d1_d2_diagnostics.ipynb,dbc2efc4ba77cd1e8eac638bb00c4cfd7fa44440 (dirty),official_data_input_csvs,"loaded_frozen_phase6_folds; StratifiedKFold(n_splits=5, shuffle=True, random_state=42)","seed sweep [42, 2025, 7, 123, 2026]",phase6a_d1_seed_sweep_and_d2_probe,"D1: fold-safe median/mean impute + one-hot, no BMI; D2: read-only duplicate probe",RandomForestClassifier,n_estimators=100; max_depth=5; seed swept; no HPO,not_run,0.7258734306716709,0.002718244990926376,v0median@42:oof=0.726616; v7mean@42:oof=0.802271; v0median@2025:oof=0.723812; v7mean@2025:oof=0.801970; v0median@7:oof=0.722429; v7mean@7:oof=0.800369; v0median@123:oof=0.727378; v7mean@123:oof=0.802747; v0median@2026:oof=0.729133; v7mean@2026:oof=0.803264,False,fold_safe_pipelines; frozen_folds_integrity_ok; main_log_unchanged; no_submission,False,,,D1 seed-noise std(OOF)=0.002718; mean-impute paired delta min=0.074131 (robust=True); proposed threshold=0.005436; D2 fold-spanning rows=220 escalation=True,ready_for_phase6a_human_review
