experiment_id,date,phase,notebook_or_script,git_commit_or_status,data_version,fold_strategy,random_seed,feature_block,preprocessing_summary,model_family,model_params_summary,hpo_status,cv_auc_mean,cv_auc_std,fold_scores,slice_metrics_available,leakage_checks_passed,submission_created,submission_path,public_lb_score_if_submitted,notes,decision
phase7_missingness_availability_v1,2026-06-12,Phase 7 - Missingness / Measurement Availability Feature Block,notebooks/07_phase7_missingness_availability_feature_block.ipynb,8b21db5; dirty_untracked_only,official_data_input_train_test_sample_submission,frozen_phase6_stratified_kfold_5_seed42,42,missingness_measurement_availability,Fold-safe ColumnTransformer; numeric SimpleImputer median/mean by variant; role categorical most_frequent+OHE; School excluded.,RandomForestClassifier,n_estimators=100; max_depth=5; random_state=42; n_jobs=-1,not_run,0.7292529651074863,0.030629079968259917,0.690075753293|0.751757937354|0.761581078202|0.704939058957|0.737910997732,True,False,False,,,F6 not run: F5-F1 OOF delta 0.001498 < threshold 0.005436.; F4 not run: role interactions were not authorized in the Project Authorization Note.; adopted_variants=phase7_f2_median_flags_count,adopted_variants=phase7_f2_median_flags_count; acceptance remains user-gated
